"Nobel author Doris Lessing dies at 94,Nobel laureate Doris Lessing dies at 94,5",,
"Japan's opposition party chief criticizes Abe's economic policies,Zimbabweâ€šÃ„Ã´s opp",osi,"tion MDC party challenges Robert Mugabeâ€šÃ„Ã´s election win,0"
"3 Suspects Taken Into Custody in Boston Bombing Case,Boston police say 3 taken into cu",sto,"dy in Marathon bombing,4.8"
"Ukraine's opposition chief wants more protests,Ukraine protesters topple Lenin statue,",2.4,
"Queen pays tribute to Nelson Mandela,South Africa's rugby fraternity mourns Mandela,1",,
"Declines in US stock market moderate,Tech sell-off sends Asian stock markets lower,0.4",,
"Latest Anti-Muslim Violence in Burma Kills 1,,2.6",,
"Suspected U.S. drone strike kills 5 in Pakistan,U.S. drone strike kills 5 in Pakistan,",3.8,
"The Note's Must-Reads for Friday May 24,,2",,
"22 killed in mine accident in southwestern China,2 killed,0.6",,
"NYPD Twitter Outreach Backfires Badly,NYPD's twitter campaign backfires,4.8",,
"Turkish search ends as last missing miners found,Turkish Search Ends as Last Missing M",ine,"rs Found,5"
"Iran predicts failure of Israeli-Palestinian peace talks,Tentative Deal Reached to Res",ume,"Israeli-Palestinian Talks - US,1.4"
"Olivia Colman wins second BAFTA Award,Baftas 2013: Olivia Colman picks up two awards,4",0.4,
"Titanic Violin Nabs Record $1.4 Million,Titanic violin sells for $1.7 million,3.8",,
"Ankeet Chavan granted conditional bail for marriage,Ankeet Chavan granted bail to get",mar,"ried,5"
"JAL's first order from Airbus is blow to Boeing,Japan Airlines orders 31 Airbus A350s",val,"ued at $9.5 bn,3"
"Sienna Miller testifies at UK phone hacking trial,Sienna Miller attacks press for â€šÃ",„Ä—,"titillatingâ€šÃ„Ã´ reports at hacking trial,3"
"Israelis attack 2 Palestinians in Jerusalem area,Settlers Beat up Palestinian in Jerus",ale,"m,2.6"
"EU extends sanctions against Russia,Nigeria drops arms trafficking charges against Rus",sia,"n sailors,0.4"
"""Cuba sees """"major role"""" for foreign investment"",House set to vote on plan to reopen",gov,"ernment,0"
"â€šÃ„Ä—Gleeâ€šÃ„Ã´ star Cory Monteith found dead in hotel room,Cory Monteith found dea",d:,"Canadian â€šÃ„Ä—Gleeâ€šÃ„Ã´ star was 31,3.4"
Lebanon's PM forms 'unity cabinet' Lebanon's prime minister has formed a cabinet more,tha,"n 10 months after taking office,,4.6"
"Iranian president makes debut on world stage,Iran presidential candidate says western",san,"ctions should be broken,0.6"
"Cameron 'has no concerns' over halal meat,Veterans health probe confirms cover-up of c",are,"delays,0"
"World's oldest man dies at 116,World's oldest ever man dies aged 116,4.6",,
"GM slow on recalls,,0",,
"Death toll in Lebanon bombings rises to 47,1 suspect arrested after Lebanon car bombin",gs,"kill 45,2.8"
"Greek far-right leader imprisoned pending trial,Greek Far-Right Leader Imprisoned Pend",ing,"Trial,5"
"Bangladesh factory owners arrested as death toll nears 350,Bangladesh factory owners a",rre,"sted,3.2"
"4 Egyptian soldiers killed in Sinai ambush,3 Egyptian soldiers killed in Sinai car bom",bin,"g,3.2"
"Beijing's Aircraft Carrier Returns from South China Sea,China sends carrier to South C",hin,"a Sea,2.4"
"Egypt courts hear cases against Mubarak,,1.8",,
"Moscow's Crimea success could lead to it redrawing Ukraine's eastern border,Merkel: Ru",ssi,"an actions could lead to a catastrophe,2.6"
"Nelson Mandela dies aged 95,Nelson Mandela Dies at Age 95,5",,
"Belgian King Albert II to step down in favor of son,Belgium King Albert II 'to abdicat","e',",4.2
"Nazi Gestapo chief 'buried in Jewish cemetery',Nazi chief buried in Jewish cemetary,4.",8,
"Swiss vote on highest minimum wage,Swiss cast ballots on world's highest minimum wage,",4.6,
"Kevin Rudd sworn in as Australian prime minister,Rudd sworn in as Australia's new Prim",e M,"inister,5"
"Donetsk Region Protesters Detain Trucks Carrying Government Rocket Ammo,Come and get m","e,0",0.8
"Easy Rider star Karen Black dies aged 74,Easy Rider Actress Karen Black Dies Of Cancer",",4.",2
"Coronation Street's Bill Roache Arrested,Coronation Street stars hail 'amazing' new se","t,1",0.2
"Red Sox beat Tigers to reach World Series,Red Sox beat Tigers 5-2 to advance to World",Ser,"ies,4.4"
"At Least 22 Dead After China Earthquake,At least 89 dead in China earthquakes,2.8",,
"News is my Business,A New iPad Is Coming,0.2",,
"Glasgow helicopter death toll rises to nine,Earthquake death toll rises to 260,0.6",,
"David Beckham to retire at end of season,David Beckham Retires From Football,4.4",,
"Afghanistan: suicide bomber kills eight in military bus blast,Roadside bomb 'kills eig",ht,"Afghan soldiers',3.8"
"N. Korea's Kim hails execution of powerful uncle,North Korea's Kim seen behind sacking",of,"powerful uncle,4.6"
"EU,,1.4",,
"Tehelka editor embroiled in sex assault scam,Tehelka editor steps down after allegatio",ns,"of sexual misconduct,4.2"
"Iron Lady Margaret Thatcher dies at 87,Former British PM Margaret Thatcher dies at 87,",4.6,
"Four Morsi supporters killed in Egypt clashes,Thousands of Morsi supporters gather in",Egy,"pt,2.2"
"U.N. condemns ethnic killings in South Sudan oil town,UN Condemns Ethnic Killings in S",out,"h Sudan,4.6"
"Feds drop 'morning-after pill' appeal,US to allow morning-after pill for girls of any",age,",2.6"
"Police fire tear gas at protesters in Bangkok,Police fire tear gas at protesters,3",,
"Shooting,,3.6",,
"China stock index futures close lower -- April 23,China stock index futures close high",er,"-- Dec. 4,2.2"
"Seven Filipinos slain in Yemen attack,Syrian soldiers killed in bomb attack,0.8",,
"Israel ends airstrike case; Palestinians critical,Israeli gunboats fire at Palestinian",fi,"shermen,1.4"
"Protesters topple Lenin statue in Kiev,Ukraine protesters topple Lenin statue in Kiev,",4.4,
"Iran 'thwarts nuclear sabotage attempts',Iran says detects sabotage at nuclear facilit","y,3",0.6
"China yuan strengthens to 6.1184 against USD Tuesday,China Yuan Strengthens to 6.168 a",gai,"nst USD Monday,3.2"
"Protesters gather in Brazil despite concessions,Protests continue in Ukraine despite c",onc,"essions,1.2"
"Queen visits London soldier attack scene,Queen Elizabeth II visits barracks of UK sold",ier,"slain last week,4.2"
"India and China troops retreat to de facto border in face-off deal,India says China ag",ree,"s retreat to de facto border in faceoff deal,4.2"
"Relief in Boston as second suspect captured,Police confirm how suspect was captured,2.",4,
"Syrian army retakes Crusader castle from rebels,Syrian army retakes historic Crusader",cas,"tle,4.6"
"Saudi to give Lebanese army $3 billion,Saudi Arabia to grant Lebanese army $3 billion,",5,
"Red Cross workers released in Ukraine,Red Cross members kidnapped in Syria,0.8",,
"Syria envoy says no peace talks without opposition,Syria: Cameron and Obama move west",clo,"ser to intervention,0.6"
"Queen to name biggest ever carrier,Queen names giant aircraft carrier,4.2",,
"Bangla militants escape from prison van in bomb ambush,Bangladesh prison van ambushed,",3.4,
"Wreckage of Air Algerie plane carrying 116 people found in Mali,Wreckage from AirAlger",ie,"flight AH5017 found in Mali,3.4"
"Influential Palestinians Seek One Democratic State,Arab League Backs Palestinian Stanc",e i,"n Peace Talks,0.6"
"Dozens killed in Russian plane crash,Ten killed in Alaska plane crash,1.4",,
"U.S. retailers agree to Bangladesh plant safety pact,70 retailers agree to new Banglad",esh,"factory safety pact,4"
"US government shutdown begins - live updates,Government Shutdown Begins Over Health Ca",re,"Feud,3.2"
"Suicide bomber kills 14 in Afghanistan,Suicide blast kills 1 in Afghan capital,3",,
"China launches probe and rover to moon,China launches first moon rover mission,4",,
"All eyes on Khurshidâ€šÃ„Ã´s trip ...,EU finance ministersâ€šÃ„Ã´ talks b...,1.8",,
"Australia cuts rates to record low,Australia cuts interest rate to record low 2.75%,3.",8,
"Chinese News Agency Slams Delays in Search for Jet,Ten Chinese vessels on standby for",jet,"search,3.2"
"Classic crossword - Saturday 1st June,Classic crossword - Saturday 20th April,1.6",,
"N Korea test-fires 30 short-range missiles,N. Korea fires short-range missiles,3.4",,
"Palestinian diplomat dies in Prague blast,Palestinian diplomat killed in explosion in",Pra,"gue,5"
"Novice 'steered South Korea ferry',South Korea ferry captain arrested,2.4",,
"Chinese president meets Indian vice president,Chinese president meets U.S. state secre",tar,"y,1.6"
"Teenage girl killed in east London Shereka Marsh was shot in the neck,,4.6",,
"Death toll in Nairobi attack rises to 59,Death toll from Egypt violence rises to 638,1",0.6,
"China's Peace Ark departs for the Philippines Thursday,China sends aid team to Philipp",ine,"s,4"
"Iran dissidents 'killed in Iraq',France loses influence in Europe,0",,
"James Gandolfini dies aged 51,Nelson Mandela dies aged 95,0.4",,
"Nearly nine million people in 'severe debt',Britain's debt timebomb: Nine million are",in,"'serious debt',4.2"
"Updated - Two explosions near finish line of Boston Marathon,Report of two explosions",at,"finish line of Boston Marathon,5"
"Twelve killed in bomb blast on Pakistani train,Five killed by bomb blast in East India",",1",
"The new Cold War,A new Cold War?,4.8",,
"Cuba's 'Ladies' to pick up EU prize 8 years late,Cuba's 'Ladies' to Pick Up EU Prize 8",Ye,"ars Later,5"
"Fourteen killed in Brazil bus accident,Two killed in Arizona skydiving accident,0.6",,
"US: Assad used chemical weapons on Syria rebels,Assad agrees to hand over chemical wea",pon,"s,1.8"
"Death Toll in Bangladesh Collapse at 194,At least 200 killed in Bangladesh building co",lla,"pse,3.4"
"Israeli teens missing in West Bank,Israel finds bodies of three missing teens in West",Ban,"k,2.8"
"President mourns death of Mandela,World mourns passing of Mandela,3.4",,
"Two blasts near Iranian embassy in Beirut,,3.2",,
"Singapore shares open 0.31% higher on Monday,Singapore shares open lower on Monday,2.2",,
"Suicide bomber kills 23 Iraqi army recruits,Suicide bomber kills 13 Iraqi army recruit",s i,"n Baghdad,2.4"
"Deaf customers sue Starbucks,,4.6",,
"Thousands evacuated in Moscow metro fire,Thousands evacuated after fire breaks out in",Mos,"cow Metro,4.8"
"38 killed in rains,,0.4",,
"7 killed by Shiite al-Houthi fighters in northern Yemen,At least 5 killed in sectarian",co,"nflict in north Yemen,3"
"Iran excluded from Syria peace talks: UN,Many killed in Syrian air strike,0.4",,
"Kerry call on Congress to end shutdown,Brazil's Congress approves internet legislation",",0.",4
"Canada train plot suspects reject charges,Canadians released in Egypt,1",,
"East Ukraine Separatists Ask to Join Russia,Crimean Parliament Votes to Join Russia,2.",8,
"Rudd sworn in as new Australian PM,Muslims in hiding as sectarian ...,0",,
"Moon rocks indicate earth's orb born of collision,Indian minister killed in head-on co",lli,"sion,0"
"BlackBerry loses US$965m in Q2,BlackBerry loses $965M in 2nd quarter,5",,
"Egypt strongly opposes military action against Syria,Reactions to the prospect of mili",tar,"y action against Syria,1.6"
"Pro-Russia rebels downed Malaysian plane: Ukraine,Russia Preparing Counterproposals Ov",er,"Ukraine,1.8"
"No argument with Jakarta on boats: Abbott,No agreement at Iran nuclear talks,0.4",,
"US believes Syria has probably used chemical weapons,US believes Syrian government use",d c,"hemical weapons,4.6"
"Egypt's opposition criticizes president's speech,Pakistan's opposition party boycotts",pre,"sidential elections,0"
"Syrian war seen dragging on for years,Syria regime releases hundreds of prisoners,1",,
"Russia says ballistic missiles fired in Mediterranean,Israel says it carried out joint",mi,"ssile test with US in Mediterranean,1"
"Volcano erupts in Indonesia -100,,3",,
"49 killed,,1.4",,
"Ukraine's Yanukovych says he does not plan to resign,Ukraine opposition demands Yanuko",vic,"h resign,1.4"
"Flash floods kill 58 in eastern Afghanistan,Bomb wounds 16 in eastern Afghanistan,0.8",,
"Investigators probe motives of LAX airport shooter,Investigators Probe Motives of Los",Ang,"eles Airport Shooter,5"
"Outrage after reports emerge about 6-year-old Indian girl raped at school,Outrage Afte",r I,"ndian Girl,5"
"Janet Yellen to become first woman to lead the Federal Reserve,US Senate confirms Jane",t Y,"ellen as US Federal Reserve chief,4.6"
"World powers,,3.8",,
"Muslim Brotherhood banned in Egypt,Military holds upper hand in Egypt,1.2",,
"More Deaths Expected in Canada Oil Train Explosion,Five dead in Canada train crash,2.8",,
"Philippines defers comment on Taiwan fisher attack,Bin Laden's continuing sway shown i",n K,"enya mall attack,0.4"
"Crowds,,1.6",,
"Obama Urges Restraint from Israelis,,1.8",,
"Russia releases Greenpeace doctor,Russian court releases Greenpeace ship doctor on bai","l,4",0.2
"Russian aircraft wreckage found after a year,Russia evacuates embassy in Libya after a",tta,"ck,0.2"
"17 killed in US drone attack on Yemen wedding party,U.S. drone mistakenly kills 14 in",Yem,"en wedding convoy,4"
"China manufacturing index at 11-month low: HSBC,China manufacturing expands in Septemb","er,",1
"France to ban child beauty pageants,Facebook to test mobile payments service,0.4",,
"Today in History,,1.8",,
"Ships Train for Syrian Chemical Weapons Transport,UN Adopts Syrian Chemical Weapons Re",sol,"ution,1.8"
"Death toll rises to 29 in India's Mumbai building collapse,Death toll rises to 12 in I",ndo,"nesia mine collapse,0.6"
"Extremists claim responsibility for Niger attacks,Greek militant group claims responsi",bil,"ity for Golden Dawn killings,1.4"
"Pro-Russians forces enter Ukrainian naval base in Crimea,Crimean forces storm Ukrainia",n n,"avy headquarters,3.8"
"Body of missing South Korean shipping tycoon found in field,Sewol ferry disaster: Body",of,"South Korean shipping tycoon found,4.2"
"No update on Nelson Mandela's condition,Nelson Mandela's condition improves,2.2",,
"Ukraine: Nine people die in Kyiv clashes,Ukraine pressured over Kiev clashes,2",,
"US Flying Surveillance Missions to Help Find Kidnapped Nigerian Girls,US surveillance",air,"craft join hunt for kidnapped Nigerian girls,4.2"
"Prince George is christened at St James's Palace,Prince George christened in London,3.",8,
"Monty Python to reunite for new show,Monty Python to reunite on stage,4",,
"Italian Foreign Minister confers with Ghana VP,Belgian Prime Minister sends condolence",s t,"o victims,0.2"
"Gunman who held suburban Atlanta firefighters hostage now dead,,1.4",,
"Bradley Manning-WikiLeaks case turns to sentencing,Manning WikiLeaks case turns to sen",ten,"cing phase,5"
"Egypt poll: 98 per cent vote 'yes' for new constitution,Egypt holding key vote on cons",tit,"ution,2.4"
"Iran,,4.6",,
"Israeli forces arrest 6 Palestinians in overnight West Bank raids,Israel classifies Je",rus,"alem natives as noncitizens,1"
"Hague 'concerns over conduct' of Zimbabwe election,Zimbabwe: 'Grave Concerns' Over Ele",cti,"on,2.8"
"Hong Kong stocks end higher,Indian stocks open higher,0.6",,
"Dignitaries pay tribute to Paul Desmarais,Stars pay tribute to James Garner,0.4",,
"Southwest grounds flights due to computer glitch,Southwest flights delayed,4.2",,
"Vatican Embassy in Syria hit by mortar fire,Vatican embassy in Syria hit by mortar; no",in,"juries,3.6"
"North Korea blocks access to joint industrial zone,North Korea Blocks Access to Key In",dus,"trial Zone,4.2"
"Islamic militants kill 9 foreign tourists,,2.8",,
"'Western' forces attack Islamic militant base in Somalia,Western powers scramble to be",fri,"end Modi,1"
"Hong Kong set for huge democracy rally on handover anniversary,Hong Kong set for huge",dem,"ocracy rally,3.8"
"Suicide bomber kills 20 in Iraq,Suicide bomber attacks primary school in Iraq,3",,
"Five children buried alive in Bohol landslide,Nine children die in attack in Afghanist",an,"attack,0.4"
"6 Killed by Hot Lava as Indonesia Volcano Erupts,Five dead in Indonesian eruption,3",,
"At least 11 killed in India building collapse,At Least 66 Killed in Bomb Blasts in Ira","q,0",0.6
"Egypt's presidential election begins,Egypt issues long-waited presidential election la","w,2",0.8
Son of US evangelist kills himself The son of popular US evangelist Rick Warren has ki,lle,"d himself.,Son of popular US evangelist Warren kills himself,4.4"
"Italian parliament backs new PM,Train Derailment Kills 4 in New York,0",,
"Russian lawmakers pass new bill restricting Internet,Russia says ballistic 'objects' f",ire,"d in Mediterranean,0.4"
"Super Typhoon Haiyan,,3.4",,
"Nato condemns Ukraine crackdown,Thai bonds best in region,0",,
"China to investigate EU wine exports,Christie investigation heats up,1.2",,
"Conan O'Brien at the White House Correspondents' Dinner,Obama and O'Brien Cast Their V",ers,"ions of D.C. White House Correspondents' Dinner,3.6"
"Boston bomb suspect charged; religious motive seen,Boston bombing suspect charged in h",osp,"ital bed,3"
"Asian markets mixed on China trade data,Asian markets slump on central bank stimulus f",ear,"s,1.4"
"World's oldest person dies in Japan at 116,Jiroemon Kimura: World's oldest person dies",ag,"ed 116,4.8"
"Foreign exchange rates in India,Foreign exchange rates in Singapore,1.4",,
"Colorado wildfire destroys more than 90 homes as winds worsen,Colorado wildfire may be",bi,"ggest property destroyer in state history,3.6"
"Earthquake of 6.3 magnitude strikes off Indonesia island,Earthquake of 6 magnitude str",ike,"s Thailand,2"
"US,,2",,
"News of Terrorism and the Israeli-Palestinian Conflict (January 22 â€šÃ„Ä 28,,3",,
"'It's either too late or too early to intervene in Syria',UN Chief: Inspectors need 4",day,"s to conclude probe in Syria,1.6"
"Iran's nuclear negotiating team leaves for Kazakhstan,Iran's nuclear quest 'has cost T",ehr,"an over $100 billion',1"
"U.S factory orders down 0.7 pct in January,German factory orders rebound in January,0.",8,
"Gunmen Surround Libya's Foreign Ministry To Push Demands,Gunmen surround Libyan foreig",n m,"inistry to push demands,5"
"Typhoon death toll rises to 3633,Egyptian death toll rises to 638,0.6",,
"Uganda's president signs anti-gay bill,Uganda's president signs harsh anti-gay law,4.2",,
"Russian parliament allows Putin to use military in Ukraine,Russia has no intention to",inc,"orporate southeastern Ukraine: FM,1.8"
"Bradley Manning acquitted of aiding the enemy,Wikileaks soldier Bradley Manning acquit",ted,"of aiding the enemy,4.4"
"G7 'to intensify Russia sanctions',Ukraine Fears Russian Invasion,0.6",,
"Rock bands' plane makes emergency landing in Ill.,Rock Bands' Plane Makes Emergency La",ndi,"ng in Ill.,5"
"Russian Prime Minister On Second Day Of Crimea Visit,Russia warns against setting prec",ond,"itions for Syria,0.8"
"Judge OKs force-feeding California inmates,U.S. judge approves force-feeding Californi",an,"inmates on hunger strik,4.6"
"Gang violence kills 16 in Venezuelan prison,Sixteen killed in Venezuela prison,4",,
"US Military Deaths in Afghanistan at 2,,3.4",,
"Israel,,1.4",,
"Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen poised to make landfal","l,3",0.8
"Seamus Heaney,,4.8",,
"Bangladesh Islamists rally against atheist bloggers,Bangladeshi Islamists rally to dem",and,"action against atheist bloggers,4.6"
"Crash of Malaysia Airlines Flight MH17 in Eastern Ukraine,Malaysia Airlines plane cras",hes,"on Ukraine-Russia border,4"
"Suicide bomber kills 13 at restaurant in central Somalia,Suicide bomber kills at least",4,"in Kabul,1.8"
"Anthony Weiner slips to fourth place in new poll,Weiner falls to fourth in new NYC may",ora,"l poll,5"
"India accuses China of crossing de facto border,Senate,0.6",,
"Pregnant Sudan woman who married a Christian man sentenced to death for 'apostasy',Sud",an,"frees Christian woman sentenced to death for apostasy,2.8"
"US top diplomat Kerry's wife rushed to hospital,US Secretary of State John Kerryâ€šÃ„Ã",´s,"wife rushed to hospital,5"
"Kerry pursuing 'quiet strategy' in Mideast peace process,Kerry meets Israeli leaders t",o p,"ush Mideast peace,3.8"
"North Korea says to restart nuclear reactor,North Korea Offers Talks: Complex May Re-O",pen,",3.6"
"Egyptian court considers Mubarakâ€šÃ„Ã´s release,Egypt court orders Mubarak release,4",,
"Suicide bomber kills eight,,0.8",,
"Boston bombing suspect charged in hospital bed,One week later: Boston honors bombing v",ict,"ims; suspect unable to speak,1.2"
"More rain hampers Indian flood rescue,US tourist gang-raped in northern India: Police,",0.4,
"A look at major terror attacks in East Africa,UN Security Council slams deadly terrori",st,"attack in Kenyan capital,1.6"
"Russia responds to Ukraine ceasefire,Cyprus probes Ukraine assets,0.8",,
"Kim Jong-un Executed His 'Worse Than a Dog' Uncle,NKorea executes Kim Jong Un' uncle,3",0.5,
"Colourful support at World Cup in Brazil,Merkel to attend World Cup final,1.2",,
"Mandela remains in hospital,Mandela remains in 'intensive care',3.6",,
"South Korea Ferry Crew Members Stand Trial,Sewol ferry crew faces trial,4.4",,
"Egypt votes on new constitution,Egyptians Voting on New Constitution,5",,
"US drone strike kills six in Pakistan officials,U.S. drone kills 4 militants in Pakist","an,",2.8
"Vietnam detects signals from missing plane,China expands search area for missing plane",",2",
"Cricket-England v Australia fourth test scoreboard,Cricket-England 155-4 v Australia,4",,
"Birthday of DPRK to Be Celebrated in Peru,Curiosity Rover Celebrates 1 Year on Mars,0.",4,
"Powerful 7.6 quake strikes off Solomons,Powerful 6.9 quake strikes off California coas","t,2",0.2
"India Ink: Image of the Day: May 21,India Ink: Image of the Day: January 16,1.8",,
"Australia leader ousted in snap leadership vote,Australian PM Gillard ousted in leader",shi,"p vote,4"
"Obama condemns Egypt violence,,0.8",,
"Argentina declares mourning for flood victims,Parents demands common forms for nursery",ad,"missions,0"
"Prince's christening a blend of old and new,When is Prince George's christening? Bapti",sm,"plan,2.2"
"What the Papers Say,,2.33",,
"Google releases Nexus 5 phone with Kit Kat,Google redesigns search results on PCs,1",,
"Bombing Aimed at Hezbollah Hits Southern Beirut,Explosion Hits Hezbollah Area South of",Be,"irut,4.2"
"U.S.,,3",,
"Factories that ran on Korean cooperation go silent,North and South Korea break their s",ile,"nce with talks,1"
"Chinese premier meets Indian vice president,Hezbollah urges to elect new Lebanese pres",ide,"nt,0"
"Algerian president in France for medical tests,Algerian president in France for medica",l t,"ests after minor stroke,3.6"
"Islamists still holding some 30 hostages as Kenya mall standoff continues,Death toll r",ise,"s as Kenya mall siege continues,3.2"
"Manchester City wins second Premier League title in three years,Manchester City win En",gli,"sh Premier League title,3.8"
"Bodies of MH17 crash victims flown to Netherlands,MH17 dead flown back to Netherlands,",4.8,
"Egypt policeman killed in Sinai attack,Egyptian soldiers killed in Sinai attack,3.4",,
"Extension likely for Iran nuclear talks,Oil slips below $108 ahead of Iran nuclear tal","ks,",1.4
"Fire kills 38 in Russian psychiatric institution,38 feared dead in Russian psychiatric",ho,"spital fire,3.6"
"Russia Warns It May Not Sign Landmark UN Arms Treaty,UN closes in on landmark arms tre",aty,",1.6"
"Didier Reynders on Syria,Obama's day: Prime time on Syria,1.6",,
"North Korea: experts call for dialogue â€šÃ„Ä and say China must play a part,North Ko",rea,"cuts last ties with South by barring joint industrial park,0.8"
"China stocks open higher Monday,China stocks close lower on Thursday,1",,
"Sony Xperia Z2 and Nokiaâ€šÃ„Ã´s X series unveiled,Court orders political ban on Italy",â€š,"Ã„Ã´s Berlusconi,0"
"New coronavirus can probably can be passed person to person- WHO,WHO: New virus can pr",oba,"bly pass person to person,3.8"
"Mandela back in hospital in â€šÃ„Ä—serious but stableâ€šÃ„Ã´ condition,Nelson Mandela",ret,"urns to hospital in â€šÃ„Ä—serious but stableâ€šÃ„Ã´ condition,5"
"East Harlem explosion death toll rises,Mexico storm death toll continues to rise,0",,
"Ukrainian Prime Minister resigns amid protests,British Prime Minister condemns murder",of,"teens,0"
"Royal Hoax DJ Takes Action Against Station,Taliban bombs US base in Afghanistan,0",,
"Arsenal v Stoke City â€šÃ„Ä live!,Tottenham v Manchester City â€šÃ„Ä live! ,2.2",,
"Business news and markets: as it happened,,2.4",,
"Iran,,4.2",,
"Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen weakens as it nears U.",S.,"Gulf Coast,2.6"
"Workers killed in India building collapse,76 killed in Bangladesh building collapse,3",,
"North Korea fires three short-range missiles,N. Korea fires short-range missiles,3.8",,
"Car Bomb Kills 37 in Northwest Pakistan,Bomb kills three in northwest Pakistan,2.6",,
"Malaysia Airlines loses contact with plane carrying 239 to Beijing,Malaysia Airlines p",lan,"e vanishes on flight to Beijing,4"
"Microsoft says to cut up to 18,,5",,
"Malaysians vote in polls for stability or change,Malaysia elections: Malaysians vote w",ith,"power at stake for first time,3.4"
"Fire destroys ancient Tibetan town in China,Fire destroys Tibetan town in China,4.4",,
"Yahoo agrees to buy Tumblr for $1.1 billion cash,Yahoo to Buy Tumblr for $1.1 Billion,",5,
"India starts voting in world's largest election,India voters kick off worldâ€šÃ„Ã´s bi",gge,"st election,5"
"Car bomb in northern Syria kills at least 12,Syrian airstrikes kill at least 18 in Ale",ppo,",2"
"Philippine quake death toll climbs to 73,Death toll in Philippines quake jumps to 85,2",0.8,
"Search ends for missing asylum-seekers,Search narrowed for missing man,1.4",,
"Ukrainian President orders 7-day ceasefire in the east,Uganda's President Museveni agr",ees,"to sign anti-gays Bill,0.2"
"ICC Champions Trophy: India vs South Africa,Champions Trophy: India v South AfricaLive",",4.",33
"Supreme Court takes on affirmative action in Michigan ban case,Supreme Court to hear M",ich,"igan affirmative action case,4.4"
"Headlines in major Iranian newspapers on Sept 30,Headlines in major Iranian newspapers",on,"Nov 21,3"
"Cyclone leaves trail of destruction in India,Cyclone Phailin evacuation kept Indian vi",lla,"gers alive,2.4"
"Taliban kill 15 police in west Afghanistan,US drone kills two in eastern Afghanistan,0",0.6,
"Thousands rally to support embattled Tunisia government,Thousands gather to support Is",lam,"ist government in Tunisia,4.6"
"South Africa's Mandela taken to hospital,Nelson Mandela taken to hospital,4.8",,
"Updated - Two explosions near finish line of Boston Marathon,Two explosions at Boston",Mar,"athon finish line,5"
"At least two killed in southern Egypt clash,At least 18 killed in North Caucasus train",st,"ation blast,0.4"
"Winter Storm Ion: State-By-State...,Winter Storm Janus: State-by-State...,3",,
"Corpses Of 53 Men Found South Of Baghdad,Iraqi officials: 50 bodies found south of Bag",hda,"d,3.6"
"Bomb attacks kill 20 in Baghdad's Christian areas,Bombs Kill 35 in Baghdad Christian A",rea,",3"
"China sets Bo Xilai trial date,China Bo Xilai trial in fourth day,3.2",,
"Muslims prepare for start of Ramadan,Muslims pray for end to divisions,0.8",,
"Japan scrambles jets against Russian military planes,Separatists down Ukraine military",pl,"ane,0.8"
"Thousands of Britons claim dole in Germany,Thousands of white-clad Amsterdammers march",fo,"r MH17,1"
"Suspected U.S. drone strike kills 5 in Pakistan,Suspected US drone targets Islamic sem",ina,"ry in Pakistan,2.2"
"Obama to sign up for Obamacare,Obama visits tornado hit Oklahoma,0.4",,
"General Electric posts 9% profit drop for third quarter,GE posts 9% profit drop for th",ird,"quarter,5"
"China yuan weakens to 6.1535 against USD,China yuan strengthens to new high against US","D,2",
"Russia finds dead lawyer Magnitsky guilty in posthumous trial,Russia convicts dead law",yer,"Magnitsky in posthumous trial,5"
"'Trayvon could have been me',Trayvon Martin could have been ...,2.8",,
"China sends largest fleet yet to disputed islands,China ships enter waters off dispute",d i,"slands,3.4"
"Kerry's plan for restarting talks calls for release of 103 Palestinian inmates,Kerry p",lan,"to include prisoner release,3.4"
"Police: Explosion in Belfast Cathedral Quarter,Explosion in Kabul a suicide attack in",dip,"lomatic area,2"
"Syrians Protest against Erdogan in Paris,,1.4",,
"Prime Minister to seek nuclear deal,,3",,
"US postpones missile test over N Korea tensions,Embassies staying put in N. Korea desp",ite,"tension,1.2"
"Obama to meet privately with family of Nelson Mandela,Obama to meet with Mandela famil","y,4",0.6
"At least six dead in US shooting rampage,At least 20 dead in Somalia attacks,0.4",,
"Gunmen kill 10 in Philippine political violence,Five killed in Philippines volcano eru",pti,"on,0.6"
"Israel downs drone from Lebanon,Israel shoots down drone from Lebanon,5",,
"Israel approves release of first group of Palestinian prisoners ahead of peace talks,S",yri,"an opposition confirms participation in peace talks,1"
"Deadly clashes as Egypt marks anniversary,Violent clashes mark anniversary of Egypt up",ris,"ing,4.6"
"NATO: 5 Americans killed in southern Afghanistan,Roadside bomb kills 3 policemen in so",uth,"ern Afghanistan,1.6"
"Conmen dressed as women steal cash,CCTV: York conmen dress as women to trick pensioner","s,3",0.8
"Cleveland Kidnapper Ariel Castro Found Hanged in Prison Cell,Cleveland kidnapper Ariel",Ca,"stro found hanging in his cell,5"
"Google Unveils Prototype Self-Driving Car,Google Unveils Concept Self-Driving Car,5",,
"Bangladesh garment factory fire 'kills 8',Bangladesh garment factory collapse kills 14","9,2",
"US seeks to reassure wary Gulf allies over Iran deal,Hagel seeks to reassure jittery G",ulf,"allies after Iran deal,4"
"Ukraine hosts â€šÃ„Ä—unity talksâ€šÃ„Ã´,Pope hits out at â€šÃ„Ä—war to sell armsâ€šÃ„Ã",´ i,"n Syria,0"
